DT,VALUE,QUALITY
2025-02-06,0.0,0.0
2025-02-07,2.1,0.0
2025-02-08,4.3,0.0
2025-02-09,8.3,0.0
2025-02-10,4.8,0.0
2025-02-11,7.1,0.0
2025-02-12,0.0,0.0
2025-02-13,0.0,0.0
2025-02-14,0.0,0.0
2025-02-15,2.5,0.0
2025-02-16,7.7,0.0
2025-02-17,6.9,0.0
2025-02-18,9.7,0.0
2025-02-19,9.8,0.0
2025-02-20,9.3,0.0
2025-02-21,0.0,0.0
2025-02-22,9.2,0.0
2025-02-23,0.0,0.0
2025-02-24,7.3,0.0
2025-02-25,0.9,3.0
2025-02-26,1.2,0.0
2025-02-27,3.9,0.0
2025-02-28,4.1,0.0
2025-03-01,0.0,0.0
2025-03-02,9.8,0.0
2025-03-03,9.0,0.0
2025-03-04,8.8,0.0
2025-03-05,10.6,0.0
2025-03-06,10.5,0.0
2025-03-07,10.0,0.0
2025-03-08,10.3,0.0
2025-03-09,9.1,0.0
2025-03-10,6.6,0.0
2025-03-11,1.9,0.0
2025-03-12,4.8,0.0
2025-03-13,0.0,0.0
2025-03-14,0.0,0.0
2025-03-15,5.5,0.0
2025-03-16,11.3,0.0
2025-03-17,5.1,0.0
2025-03-18,11.6,0.0
2025-03-19,11.7,0.0
2025-03-20,11.4,0.0
2025-03-21,11.2,3.0
2025-03-22,10.0,0.0
2025-03-23,0.0,0.0
2025-03-24,0.1,0.0
2025-03-25,4.9,0.0
2025-03-26,0.0,0.0
2025-03-27,4.5,0.0
2025-03-28,10.9,0.0
2025-03-29,0.0,0.0
2025-03-30,5.6,0.0
2025-03-31,0.4,0.0
2025-04-01,3.5,0.0
2025-04-02,6.2,0.0
2025-04-03,12.2,0.0
2025-04-04,12.3,0.0
2025-04-05,7.0,0.0
2025-04-06,7.5,0.0
2025-04-07,0.3,0.0
2025-04-08,4.4,0.0
2025-04-09,3.2,0.0
2025-04-10,6.8,0.0
2025-04-11,7.4,0.0
2025-04-12,11.9,0.0
2025-04-13,6.7,0.0
2025-04-14,6.4,0.0
2025-04-15,2.3,3.0
2025-04-16,10.9,0.0
2025-04-17,6.2,0.0
2025-04-18,0.0,0.0
2025-04-19,4.1,0.0
2025-04-20,11.0,0.0
2025-04-21,5.0,0.0
2025-04-22,10.0,0.0
2025-04-23,9.3,0.0
2025-04-24,0.0,0.0
2025-04-25,0.0,0.0
2025-04-26,11.2,0.0
2025-04-27,13.7,0.0
2025-04-28,13.6,0.0
2025-04-29,13.3,0.0
2025-04-30,13.2,0.0
2025-05-01,12.2,0.0
2025-05-02,10.6,0.0
2025-05-03,4.9,0.0
2025-05-04,6.7,0.0
2025-05-05,4.0,0.0
2025-05-06,10.3,0.0
2025-05-07,6.1,0.0
2025-05-08,4.7,0.0
2025-05-09,11.9,0.0
2025-05-10,10.8,0.0
2025-05-11,10.8,0.0
2025-05-12,14.2,0.0
2025-05-13,14.3,0.0
2025-05-14,12.6,0.0
2025-05-15,5.0,0.0
2025-05-16,3.8,0.0
2025-05-17,3.5,0.0
2025-05-18,4.7,0.0
2025-05-19,0.2,0.0
2025-05-20,5.5,0.0
2025-05-21,6.1,0.0
2025-05-22,0.4,0.0
2025-05-23,9.7,0.0
2025-05-24,9.4,0.0
2025-05-25,2.1,0.0
2025-05-26,4.1,0.0
2025-05-27,8.2,3.0
2025-05-28,0.2,0.0
2025-05-29,8.3,0.0
2025-05-30,4.7,0.0
2025-05-31,10.6,0.0
2025-06-01,4.8,0.0
2025-06-02,3.9,0.0
2025-06-03,7.9,0.0
2025-06-04,8.9,0.0
2025-06-05,3.7,0.0
2025-06-06,5.4,0.0
2025-06-07,0.0,0.0
2025-06-08,3.1,0.0
2025-06-09,10.4,0.0
2025-06-10,7.1,0.0
2025-06-11,9.1,0.0
2025-06-12,14.8,0.0
2025-06-13,14.8,0.0
2025-06-14,14.8,0.0
2025-06-15,11.6,0.0
2025-06-16,3.2,0.0
2025-06-17,13.3,3.0
2025-06-18,12.3,0.0
2025-06-19,12.0,0.0
2025-06-20,15.1,3.0
2025-06-21,15.1,0.0
2025-06-22,14.8,0.0
2025-06-23,4.4,0.0
2025-06-24,8.9,0.0
2025-06-25,9.4,3.0
2025-06-26,9.5,0.0
2025-06-27,6.1,0.0
2025-06-28,9.9,0.0
2025-06-29,11.7,0.0
2025-06-30,15.5,0.0
2025-07-01,15.4,0.0
2025-07-02,15.4,0.0
2025-07-03,5.3,0.0
2025-07-04,11.1,0.0
2025-07-05,11.2,0.0
2025-07-06,7.6,0.0
2025-07-07,3.5,0.0
2025-07-08,0.6,0.0
2025-07-09,2.8,0.0
2025-07-10,4.5,0.0
2025-07-11,5.0,0.0
2025-07-12,0.0,0.0
2025-07-13,3.1,0.0
2025-07-14,7.5,0.0
2025-07-15,5.9,0.0
2025-07-16,3.8,0.0
2025-07-17,1.8,3.0
2025-07-18,6.8,0.0
2025-07-19,12.3,0.0
2025-07-20,11.5,0.0
2025-07-21,2.1,0.0
2025-07-22,7.5,0.0
2025-07-23,9.9,0.0
2025-07-24,1.3,0.0
2025-07-25,5.6,0.0
2025-07-26,2.7,0.0
2025-07-27,7.1,0.0
2025-07-28,1.3,3.0
2025-07-29,5.5,3.0
2025-07-30,0.7,0.0
2025-07-31,3.0,0.0
2025-08-01,3.2,3.0
2025-08-02,3.1,3.0
2025-08-03,1.7,3.0
2025-08-04,3.7,3.0
2025-08-05,4.6,0.0
2025-08-06,10.8,0.0
2025-08-07,11.9,0.0
2025-08-08,8.9,0.0
2025-08-09,5.1,0.0
2025-08-10,12.4,0.0
2025-08-11,13.8,0.0
2025-08-12,13.6,0.0
2025-08-13,12.7,0.0
2025-08-14,12.6,3.0
2025-08-15,10.9,0.0
2025-08-16,4.4,0.0
2025-08-17,11.7,0.0
2025-08-18,13.4,0.0
2025-08-19,12.9,3.0
2025-08-20,11.9,0.0
2025-08-21,3.5,0.0
2025-08-22,8.7,0.0
2025-08-23,2.1,0.0
2025-08-24,8.1,0.0
2025-08-25,11.6,0.0
2025-08-26,12.1,0.0
2025-08-27,4.5,0.0
2025-08-28,9.4,0.0
2025-08-29,5.7,0.0
2025-08-30,6.1,0.0
2025-08-31,11.6,0.0
2025-09-01,11.9,0.0
2025-09-02,0.9,0.0
2025-09-03,11.4,0.0
2025-09-04,12.5,0.0
2025-09-05,1.2,0.0
2025-09-06,8.2,0.0
2025-09-07,12.3,0.0
2025-09-08,9.6,0.0
2025-09-09,8.8,0.0
2025-09-10,4.7,0.0
2025-09-11,10.0,0.0
2025-09-12,5.1,0.0
2025-09-13,2.5,0.0
2025-09-14,1.3,0.0
2025-09-15,2.4,0.0
2025-09-16,5.5,0.0
2025-09-17,3.7,0.0
2025-09-18,6.3,0.0
2025-09-19,11.6,0.0
2025-09-20,11.1,0.0
2025-09-21,10.7,0.0
2025-09-22,0.0,0.0
2025-09-23,0.0,0.0
2025-09-24,0.0,0.0
2025-09-25,0.0,0.0
2025-09-26,0.0,0.0
2025-09-27,0.2,0.0
2025-09-28,8.5,0.0
2025-09-29,6.4,0.0
2025-09-30,8.3,0.0
2025-10-01,0.0,0.0
2025-10-02,5.1,0.0
2025-10-03,6.4,0.0
2025-10-04,1.1,0.0
2025-10-05,3.7,0.0
2025-10-06,0.4,0.0
2025-10-07,1.6,0.0
2025-10-08,0.0,0.0
2025-10-09,0.5,0.0
2025-10-10,0.2,0.0
2025-10-11,0.0,0.0
2025-10-12,0.3,0.0
2025-10-13,4.9,0.0
2025-10-14,5.2,0.0
2025-10-15,0.5,0.0
2025-10-16,0.5,0.0
2025-10-17,0.5,0.0
2025-10-18,8.3,0.0
2025-10-19,7.2,0.0
2025-10-20,7.8,0.0
2025-10-21,6.4,0.0
2025-10-22,0.0,0.0
2025-10-23,0.2,0.0
2025-10-24,0.5,0.0
2025-10-25,0.7,0.0
2025-10-26,3.4,0.0
2025-10-27,1.2,0.0
2025-10-28,0.4,0.0
2025-10-29,5.5,0.0
2025-10-30,5.5,0.0
2025-10-31,7.6,0.0
2025-11-01,6.9,0.0
2025-11-02,0.0,0.0
2025-11-03,3.9,3.0
2025-11-04,3.6,0.0
2025-11-05,4.8,0.0
2025-11-06,6.2,0.0
2025-11-07,7.1,0.0
2025-11-08,6.1,0.0
2025-11-09,0.0,0.0
2025-11-10,0.4,0.0
2025-11-11,3.4,0.0
2025-11-12,5.2,0.0
2025-11-13,4.1,3.0
2025-11-14,3.8,0.0
2025-11-15,0.0,0.0
2025-11-16,2.4,0.0
2025-11-17,0.0,0.0
2025-11-18,6.1,0.0
2025-11-19,7.0,0.0
2025-11-20,0.7,0.0
2025-11-21,0.0,0.0
2025-11-22,2.3,0.0
2025-11-23,7.6,0.0
2025-11-24,0.0,0.0
2025-11-25,0.0,0.0
2025-11-26,0.0,0.0
2025-11-27,1.5,0.0
2025-11-28,4.5,0.0
2025-11-29,0.0,0.0
2025-11-30,0.0,0.0
2025-12-01,0.1,0.0
2025-12-02,0.0,0.0
2025-12-03,0.0,0.0
2025-12-04,0.0,0.0
2025-12-05,0.0,0.0
2025-12-06,0.0,0.0
2025-12-07,0.8,0.0
2025-12-08,2.6,0.0
2025-12-09,3.3,0.0
2025-12-10,6.5,0.0
2025-12-11,3.5,0.0
2025-12-12,0.0,0.0
2025-12-13,0.0,0.0
2025-12-14,0.0,0.0
2025-12-15,0.0,3.0
2025-12-16,0.0,0.0
2025-12-17,0.0,0.0
2025-12-18,0.0,0.0
2025-12-19,0.0,0.0
2025-12-20,1.9,0.0
2025-12-21,0.0,0.0
2025-12-22,0.0,0.0
2025-12-23,0.0,0.0
2025-12-24,0.0,0.0
2025-12-25,6.3,0.0
2025-12-26,5.7,0.0
2025-12-27,7.2,0.0
2025-12-28,5.6,0.0
2025-12-29,1.8,0.0
2025-12-30,4.7,0.0
2025-12-31,0.8,0.0
